InstitutionId,InstitutionName,TaxonomyLevel,TaxonomyValue,NonAttritionEvents,AttritionEvents,ProductionRank,PrestigeRank,OrdinalPrestigeRank
253.0,UC Irvine,Field,Biophysics,4.0,2.0,71,0.4367625817164905,33
253.0,UC Irvine,Field,Business Administration,11.0,2.0,70,0.5050979025742709,16
253.0,UC Irvine,Field,Cell Biology,10.0,1.0,75,0.5254690605438953,31
253.0,UC Irvine,Field,Chemical Engineering,6.0,1.0,89,0.5401686980503867,46
253.0,UC Irvine,Field,Chemistry,41.0,7.0,32,0.643041123198012,30
253.0,UC Irvine,Field,Civil Engineering,32.0,7.0,35,0.6222384156067905,29
253.0,UC Irvine,Field,Classics and Classical Languages,8.0,1.0,37,0.5012815039168323,29
253.0,UC Irvine,Field,Computer Engineering,31.0,6.0,51,0.836112975486351,12
253.0,UC Irvine,Field,Computer Science,61.0,14.0,26,0.6536643618537508,28
253.0,UC Irvine,Field,Criminal Justice and Criminology,30.0,7.0,8,0.8556197114375538,3
253.0,UC Irvine,Field,Economics,18.0,4.0,64,0.5345504578828264,52
253.0,UC Irvine,Field,Electrical Engineering,28.0,5.0,57,0.5852377747819225,33
253.0,UC Irvine,Field,English Language and Literature,59.0,15.0,36,0.7145487325457945,21
253.0,UC Irvine,Field,Environmental Engineering,18.0,4.0,46,0.543243136545431,30
253.0,UC Irvine,Field,Epidemiology,5.0,2.0,77,0.4658672393928731,37
253.0,UC Irvine,Field,Gender Studies,5.0,1.0,34,0.6149033875166567,14
253.0,UC Irvine,Field,History,27.0,4.0,39,0.6138959266403178,38
253.0,UC Irvine,Field,Information Science,26.0,5.0,15,0.7909532578916748,6
253.0,UC Irvine,Field,Management,19.0,9.0,68,0.4801710922739893,50
253.0,UC Irvine,Field,Materials Engineering,7.0,3.0,64,0.4841674529997927,45
253.0,UC Irvine,Field,Mathematics,35.0,10.0,56,0.6187429003170484,35
253.0,UC Irvine,Field,Mechanical Engineering,17.0,1.0,70,0.5377550749644349,43
253.0,UC Irvine,Field,Microbiology,12.0,4.0,89,0.7781095129587395,18
253.0,UC Irvine,Field,Molecular Biology,14.0,4.0,65,0.512750336907662,31
253.0,UC Irvine,Field,Neuroscience,34.0,10.0,19,0.5412980474509127,33
253.0,UC Irvine,Field,Nursing,2.0,1.0,215,0.5260045792994006,118
253.0,UC Irvine,Field,Pathology,10.0,3.0,102,0.7656870730905212,7
253.0,UC Irvine,Field,Pharmaceutical Sciences,10.0,4.0,43,0.7634160791382874,10
253.0,UC Irvine,Field,Pharmacology,18.0,5.0,39,0.6589426556226751,27
253.0,UC Irvine,Field,Philosophy,32.0,3.0,31,0.7104472130294932,20
253.0,UC Irvine,Field,Physics,18.0,6.0,61,0.5131217674823843,62
253.0,UC Irvine,Field,Physiology,9.0,2.0,79,0.4836487423332776,53
253.0,UC Irvine,Field,Political Science,20.0,4.0,58,0.5702521541647783,55
253.0,UC Irvine,Field,Psychology,47.0,12.0,57,0.5960689682556645,62
253.0,UC Irvine,Field,Public Health,7.0,5.0,87,0.4290336056261217,61
253.0,UC Irvine,Field,Sociology,43.0,14.0,27,0.6498846299257173,29
253.0,UC Irvine,Field,Spanish Language and Literature,11.0,1.0,32,0.6408896446985591,15
253.0,UC Irvine,Field,Statistics,11.0,3.0,66,0.538780016913452,35
253.0,UC Irvine,Field,Urban and Regional Planning,5.0,2.0,42,0.5580932827872934,21
253.0,UC Irvine,Domain,Applied Sciences,61.0,23.0,86,0.5524962344765034,42
253.0,UC Irvine,Domain,Education,11.0,2.0,164,0.515112864366865,77
253.0,UC Irvine,Domain,Engineering,105.0,20.0,61,0.6456442598631625,40
253.0,UC Irvine,Domain,Humanities,189.0,42.0,46,0.6484795689545266,38
253.0,UC Irvine,Domain,Mathematics and Computing,138.0,31.0,43,0.6278528045272685,37
253.0,UC Irvine,Domain,Medicine and Health,91.0,26.0,115,0.559504687928182,82
253.0,UC Irvine,Domain,Natural Sciences,233.0,57.0,64,0.5796343616802948,70
253.0,UC Irvine,Domain,Social Sciences,176.0,46.0,56,0.6203070608107898,54
255.0,UC Riverside,Academia,Academia,521.0,177.0,97,0.5533254555813742,89
255.0,UC Riverside,Field,Agricultural Engineering,5.0,2.0,90,0.3840563402115713,47
255.0,UC Riverside,Field,Anthropology,13.0,5.0,62,0.476141300101275,75
255.0,UC Riverside,Field,Art History and Criticism,1.0,1.0,106,0.4148137607468499,58
255.0,UC Riverside,Field,Astronomy,9.0,4.0,57,0.3666465054371418,45
255.0,UC Riverside,Field,Biochemistry,23.0,5.0,58,0.6312743346812322,37
255.0,UC Riverside,Field,Biological Sciences,37.0,10.0,56,0.7496737537078404,16
255.0,UC Riverside,Field,Cell Biology,4.0,1.0,129,0.3069837397197022,68
255.0,UC Riverside,Field,Chemical Engineering,5.0,1.0,90,0.5086870426619741,52
255.0,UC Riverside,Field,Chemistry,17.0,6.0,78,0.5117654747086156,65
255.0,UC Riverside,Field,Comparative Literature,2.0,1.0,51,0.3692485537602571,26
255.0,UC Riverside,Field,Computer Engineering,15.0,6.0,82,0.5029876712208763,61
255.0,UC Riverside,Field,Economics,16.0,3.0,67,0.4762425739720543,68
255.0,UC Riverside,Field,Education,5.0,2.0,118,0.4616494712159598,44
255.0,UC Riverside,Field,Electrical Engineering,15.0,6.0,83,0.4445851050075356,63
255.0,UC Riverside,Field,English Language and Literature,18.0,5.0,91,0.5242527876257692,58
255.0,UC Riverside,Field,Entomology,42.0,16.0,4,0.7387718913607134,7
255.0,UC Riverside,Field,Environmental Engineering,6.0,3.0,88,0.4715897789971149,42
255.0,UC Riverside,Field,Environmental Sciences,16.0,8.0,49,0.6010910967646409,21
255.0,UC Riverside,Field,Finance,2.0,1.0,131,0.5130012171397819,43
255.0,UC Riverside,Field,Gender Studies,2.0,1.0,62,0.4656318294084556,24
255.0,UC Riverside,Field,Geology,14.0,2.0,67,0.5732039383797611,37
255.0,UC Riverside,Field,History,21.0,11.0,53,0.577959651986754,47
255.0,UC Riverside,Field,Management,3.0,3.0,148,0.4847173071625581,47
255.0,UC Riverside,Field,Mathematics,11.0,4.0,98,0.4619500310841089,79
255.0,UC Riverside,Field,Microbiology,9.0,3.0,107,0.5066565826722693,50
255.0,UC Riverside,Field,Molecular Biology,14.0,1.0,66,0.5173409107833356,30
255.0,UC Riverside,Field,Neuroscience,7.0,2.0,89,0.333691750689487,58
255.0,UC Riverside,Field,Philosophy,10.0,2.0,62,0.570192180125781,47
255.0,UC Riverside,Field,Physics,17.0,6.0,65,0.5186291380944155,59
255.0,UC Riverside,Field,Plant Pathology,16.0,7.0,23,0.6934973243021727,7
255.0,UC Riverside,Field,Plant Sciences,18.0,6.0,27,0.6194102592438975,6
255.0,UC Riverside,Field,Political Science,12.0,3.0,74,0.522203444373985,66
255.0,UC Riverside,Field,Psychology,24.0,7.0,102,0.5145652610538916,82
255.0,UC Riverside,Field,Sociology,24.0,9.0,56,0.5212818521874741,62
255.0,UC Riverside,Field,Spanish Language and Literature,2.0,1.0,69,0.4601605156448952,32
255.0,UC Riverside,Field,Statistics,6.0,3.0,90,0.3785892195819433,61
255.0,UC Riverside,Field,"Theatre Literature, History and Criticism",4.0,1.0,51,0.692923286389445,16
255.0,UC Riverside,Domain,Applied Sciences,41.0,18.0,100,0.4567447104149446,72
255.0,UC Riverside,Domain,Education,25.0,9.0,116,0.6105573834813678,55
255.0,UC Riverside,Domain,Engineering,30.0,11.0,115,0.5144145831854164,79
255.0,UC Riverside,Domain,Humanities,85.0,28.0,79,0.5343989627584212,70
255.0,UC Riverside,Domain,Mathematics and Computing,37.0,12.0,98,0.4484914620234164,83
255.0,UC Riverside,Domain,Natural Sciences,212.0,72.0,71,0.5753027119323835,74
255.0,UC Riverside,Domain,Social Sciences,102.0,34.0,76,0.5601946511578576,72
256.0,UC San Diego,Academia,Academia,1853.0,467.0,34,0.752690222678699,24
256.0,UC San Diego,Field,Aerospace Engineering,22.0,9.0,24,0.440032432239344,22
256.0,UC San Diego,Field,Agricultural Engineering,23.0,7.0,33,0.575632938217651,22
256.0,UC San Diego,Field,Anthropology,23.0,2.0,43,0.6389204172948248,39
256.0,UC San Diego,Field,Biochemistry,61.0,14.0,17,0.7639100456322897,16
256.0,UC San Diego,Field,Biological Sciences,92.0,28.0,16,0.7076218455912249,21
256.0,UC San Diego,Field,Cell Biology,45.0,11.0,11,0.7962464226262589,6
256.0,UC San Diego,Field,Chemistry,61.0,18.0,27,0.6784114190402346,24
256.0,UC San Diego,Field,Computer Engineering,68.0,14.0,19,0.7942241413769241,19
256.0,UC San Diego,Field,Computer Science,59.0,16.0,27,0.6829661868329271,24
256.0,UC San Diego,Field,Economics,76.0,15.0,22,0.7358501179649921,15
256.0,UC San Diego,Field,Education,9.0,2.0,76,0.7041560229615681,16
256.0,UC San Diego,Field,Electrical Engineering,63.0,12.0,25,0.6744140675084658,18
256.0,UC San Diego,Field,History,54.0,7.0,28,0.7191840774758395,21
256.0,UC San Diego,Field,International Affairs,18.0,2.0,15,0.8917240550890189,3
256.0,UC San Diego,Field,Linguistics,21.0,7.0,15,0.7473314463885125,9
256.0,UC San Diego,Field,Management,4.0,1.0,131,0.5020053398031944,46
256.0,UC San Diego,Field,Marine Sciences,68.0,20.0,1,0.6641273681764435,3
256.0,UC San Diego,Field,Mathematics,77.0,20.0,25,0.6436267701902044,28
256.0,UC San Diego,Field,Mechanical Engineering,49.0,10.0,28,0.6835041721775565,18
256.0,UC San Diego,Field,Music,36.0,4.0,37,0.805301495791847,13
256.0,UC San Diego,Field,Neuroscience,44.0,15.0,4,0.6852706655618584,17
256.0,UC San Diego,Field,Pathology,26.0,9.0,37,0.4378403480999608,50
256.0,UC San Diego,Field,Pharmaceutical Sciences,24.0,3.0,19,0.7141780994410181,12
256.0,UC San Diego,Field,Pharmacology,28.0,8.0,18,0.8687038533022717,6
256.0,UC San Diego,Field,Pharmacy,12.0,2.0,40,0.4392619842214615,34
256.0,UC San Diego,Field,Philosophy,43.0,11.0,21,0.6830532907362683,25
256.0,UC San Diego,Field,Physics,76.0,19.0,22,0.7043621791924789,24
256.0,UC San Diego,Field,Political Science,84.0,14.0,17,0.8160754039132763,14
256.0,UC San Diego,Field,Psychology,81.0,27.0,28,0.8692096922546543,7
256.0,UC San Diego,Field,Public Health,31.0,12.0,23,0.4005868270347293,65
256.0,UC San Diego,Field,Sociology,35.0,10.0,34,0.7069671277082552,26
256.0,UC San Diego,Domain,Applied Sciences,41.0,9.0,101,0.659761658596013,22
256.0,UC San Diego,Domain,Education,21.0,4.0,122,0.7511512387281286,18
256.0,UC San Diego,Domain,Engineering,207.0,48.0,30,0.7206348846109657,24
256.0,UC San Diego,Domain,Humanities,293.0,63.0,36,0.7525190823014068,21
256.0,UC San Diego,Domain,Mathematics and Computing,206.0,51.0,28,0.6983340418568318,23
256.0,UC San Diego,Domain,Medicine and Health,222.0,61.0,55,0.7221005073156788,16
256.0,UC San Diego,Domain,Natural Sciences,658.0,192.0,20,0.7565631473661455,18
256.0,UC San Diego,Domain,Social Sciences,344.0,76.0,28,0.7871791900020826,15
257.0,UC San Francisco,Academia,Academia,736.0,249.0,80,0.7598731376835504,22
257.0,UC San Francisco,Field,Agricultural Engineering,16.0,5.0,45,0.5002945264509999,30
257.0,UC San Francisco,Field,Anatomy,20.0,6.0,12,0.6787163816731129,2
257.0,UC San Francisco,Field,Anthropology,11.0,4.0,74,0.6818008574223375,34
257.0,UC San Francisco,Field,Biochemistry,64.0,15.0,18,0.8959922621848125,5
257.0,UC San Francisco,Field,Biomedical Engineering,18.0,8.0,40,0.5817972148702751,28
257.0,UC San Francisco,Field,Biophysics,16.0,8.0,17,0.9052877272195812,6
257.0,UC San Francisco,Field,Biostatistics,14.0,9.0,32,0.3586439850093017,54
257.0,UC San Francisco,Field,Cell Biology,64.0,9.0,7,1.0,0
257.0,UC San Francisco,Field,Epidemiology,19.0,10.0,26,0.2687987066519331,56
257.0,UC San Francisco,Field,"Exercise Science, Kinesiology, Rehab, Health",19.0,5.0,77,0.5481968859449364,60
257.0,UC San Francisco,Field,History,9.0,6.0,90,0.5860496177676927,44
257.0,UC San Francisco,Field,Immunology,22.0,3.0,31,0.6652008834342132,20
257.0,UC San Francisco,Field,Microbiology,26.0,6.0,41,0.6953448912646399,26
257.0,UC San Francisco,Field,Nursing,137.0,46.0,3,1.0,0
257.0,UC San Francisco,Field,Pathology,19.0,7.0,61,0.1826217443168314,79
257.0,UC San Francisco,Field,Pharmaceutical Sciences,82.0,39.0,0,0.8619582886158332,3
257.0,UC San Francisco,Field,Pharmacology,31.0,15.0,14,0.8842561857429532,5
257.0,UC San Francisco,Field,Pharmacy,78.0,42.0,1,0.8387827038861172,9
257.0,UC San Francisco,Field,Physiology,57.0,18.0,2,0.7013330225001978,22
257.0,UC San Francisco,Field,Public Health,50.0,22.0,17,0.9705235065311631,1
257.0,UC San Francisco,Domain,Engineering,17.0,5.0,142,0.5985875128747827,55
257.0,UC San Francisco,Domain,Humanities,13.0,7.0,165,0.7155926296285063,23
257.0,UC San Francisco,Domain,Medicine and Health,442.0,169.0,22,0.6948253485908609,32
257.0,UC San Francisco,Domain,Natural Sciences,309.0,85.0,51,0.7265648682631706,25
257.0,UC San Francisco,Domain,Social Sciences,30.0,9.0,142,0.6472569892655167,40
258.0,UC Santa Barbara,Academia,Academia,1275.0,317.0,54,0.7278227695305661,29
258.0,UC Santa Barbara,Field,Anthropology,52.0,12.0,20,0.7332919321360932,21
258.0,UC Santa Barbara,Field,Art History and Criticism,18.0,6.0,20,0.6298126721463569,22
258.0,UC Santa Barbara,Field,Biochemistry,20.0,8.0,64,0.666706401382102,30
258.0,UC Santa Barbara,Field,Cell Biology,9.0,3.0,89,0.4374068333385194,45
258.0,UC Santa Barbara,Field,Chemical Engineering,38.0,8.0,16,0.8721688914520184,7
258.0,UC Santa Barbara,Field,Chemistry,37.0,12.0,38,0.6891152270714428,22
258.0,UC Santa Barbara,Field,Computer Engineering,56.0,4.0,26,0.8900859524188749,6
258.0,UC Santa Barbara,Field,Computer Science,66.0,17.0,23,0.6750364155794074,26
258.0,UC Santa Barbara,Field,Ecology,20.0,4.0,18,0.617721129528025,10
258.0,UC Santa Barbara,Field,Economics,31.0,11.0,42,0.6153380766696968,35
258.0,UC Santa Barbara,Field,Education,20.0,6.0,38,0.7607542155472357,10
258.0,UC Santa Barbara,Field,Electrical Engineering,66.0,6.0,23,0.7120399564838309,13
258.0,UC Santa Barbara,Field,English Language and Literature,59.0,11.0,38,0.7166623546712617,20
258.0,UC Santa Barbara,Field,Environmental Sciences,25.0,7.0,30,0.6570441812268119,14
258.0,UC Santa Barbara,Field,Evolutionary Biology,17.0,5.0,13,0.6242856141361294,10
258.0,UC Santa Barbara,Field,French Language and Literature,7.0,3.0,21,0.6232254507598758,17
258.0,UC Santa Barbara,Field,Geography,48.0,14.0,6,0.8330086366341223,2
258.0,UC Santa Barbara,Field,Geology,37.0,13.0,27,0.706347020696533,17
258.0,UC Santa Barbara,Field,Germanic Languages and Literatures,6.0,2.0,28,0.6311441564979732,21
258.0,UC Santa Barbara,Field,History,60.0,22.0,26,0.6511455538733153,31
258.0,UC Santa Barbara,Field,International Affairs,4.0,4.0,75,0.717780545629295,8
258.0,UC Santa Barbara,Field,Linguistics,10.0,2.0,29,0.473076287574842,30
258.0,UC Santa Barbara,Field,Marine Sciences,16.0,4.0,24,0.5784848178791312,7
258.0,UC Santa Barbara,Field,Materials Engineering,46.0,6.0,9,0.9727075366303304,1
258.0,UC Santa Barbara,Field,Mathematics,29.0,8.0,62,0.6207460793365696,34
258.0,UC Santa Barbara,Field,Mechanical Engineering,24.0,3.0,53,0.6713952216106053,19
258.0,UC Santa Barbara,Field,Molecular Biology,8.0,4.0,90,0.4892354043597444,35
258.0,UC Santa Barbara,Field,Music,23.0,6.0,44,0.6874863659748512,29
258.0,UC Santa Barbara,Field,Philosophy,18.0,7.0,51,0.618732911659735,36
258.0,UC Santa Barbara,Field,Physics,73.0,10.0,20,0.7818476011873631,11
258.0,UC Santa Barbara,Field,Political Science,24.0,8.0,53,0.647602847462967,34
258.0,UC Santa Barbara,Field,Psychology,61.0,17.0,42,0.6718735673937538,34
258.0,UC Santa Barbara,Field,Religious Studies,28.0,7.0,14,0.7620262093833761,8
258.0,UC Santa Barbara,Field,Sociology,35.0,12.0,39,0.6215446153641202,36
258.0,UC Santa Barbara,Field,Spanish Language and Literature,15.0,5.0,22,0.8020611065750609,8
258.0,UC Santa Barbara,Field,Statistics,9.0,2.0,74,0.5145743738154823,36
258.0,UC Santa Barbara,Field,"Theatre Literature, History and Criticism",7.0,2.0,24,0.8412283092546858,6
258.0,UC Santa Barbara,Domain,Education,58.0,17.0,58,0.8222529468143193,11
258.0,UC Santa Barbara,Domain,Engineering,169.0,22.0,38,0.7965683473841878,12
258.0,UC Santa Barbara,Domain,Humanities,298.0,79.0,35,0.6690701059879278,36
258.0,UC Santa Barbara,Domain,Mathematics and Computing,140.0,27.0,44,0.6655615275684289,32
258.0,UC Santa Barbara,Domain,Natural Sciences,341.0,85.0,44,0.7471231190473876,19
258.0,UC Santa Barbara,Domain,Social Sciences,280.0,84.0,38,0.6780887730274021,33
259.0,UC Santa Cruz,Academia,Academia,479.0,120.0,104,0.654821730863736,46
259.0,UC Santa Cruz,Field,Anthropology,23.0,4.0,42,0.7626262798454672,12
259.0,UC Santa Cruz,Field,Art History and Criticism,3.0,2.0,62,0.5102856391622189,38
259.0,UC Santa Cruz,Field,Astronomy,52.0,16.0,17,0.8352914666657388,8
259.0,UC Santa Cruz,Field,Biochemistry,7.0,1.0,122,0.510467332821409,69
259.0,UC Santa Cruz,Field,Biomedical Engineering,5.0,3.0,82,0.4231906046920062,44
259.0,UC Santa Cruz,Field,Cell Biology,9.0,4.0,83,0.4642509132156152,41
259.0,UC Santa Cruz,Field,Chemistry,9.0,3.0,111,0.4999341702836988,66
259.0,UC Santa Cruz,Field,Comparative Literature,2.0,1.0,62,0.4325990378340661,25
259.0,UC Santa Cruz,Field,Computer Engineering,9.0,1.0,107,0.5321683928376403,55
259.0,UC Santa Cruz,Field,Computer Science,17.0,2.0,84,0.4775552049915541,62
259.0,UC Santa Cruz,Field,Ecology,6.0,2.0,37,0.5350897044594414,14
259.0,UC Santa Cruz,Field,Economics,7.0,3.0,98,0.4909602149418813,64
259.0,UC Santa Cruz,Field,Environmental Sciences,12.0,1.0,43,0.5826020476573707,26
259.0,UC Santa Cruz,Field,Gender Studies,18.0,4.0,2,0.8172560726814093,3
259.0,UC Santa Cruz,Field,Geology,44.0,9.0,20,0.6828354532866129,19
259.0,UC Santa Cruz,Field,History,13.0,3.0,75,0.5358731779147268,61
259.0,UC Santa Cruz,Field,Information Science,1.0,1.0,87,0.6997827243251333,13
259.0,UC Santa Cruz,Field,Linguistics,19.0,2.0,16,0.7139075043412461,12
259.0,UC Santa Cruz,Field,Marine Sciences,12.0,3.0,29,0.6450828507683122,4
259.0,UC Santa Cruz,Field,Mathematics,10.0,1.0,102,0.5860076075389624,41
259.0,UC Santa Cruz,Field,Microbiology,3.0,1.0,150,0.4099360389382086,68
259.0,UC Santa Cruz,Field,Molecular Biology,10.0,4.0,76,0.5627833905793973,23
259.0,UC Santa Cruz,Field,Physics,34.0,11.0,38,0.7199862821345784,22
259.0,UC Santa Cruz,Field,Psychology,14.0,3.0,130,0.579584976529044,67
259.0,UC Santa Cruz,Field,Sociology,20.0,5.0,65,0.6543999355194697,27
259.0,UC Santa Cruz,Field,Statistics,7.0,1.0,85,0.4848197439956733,47
259.0,UC Santa Cruz,Domain,Applied Sciences,9.0,1.0,165,0.6659939200716193,21
259.0,UC Santa Cruz,Domain,Education,10.0,4.0,159,0.6175646333819478,52
259.0,UC Santa Cruz,Domain,Engineering,6.0,1.0,177,0.5124038849650409,81
259.0,UC Santa Cruz,Domain,Humanities,114.0,32.0,65,0.6411492725804786,41
259.0,UC Santa Cruz,Domain,Mathematics and Computing,33.0,4.0,103,0.5124056470625437,65
259.0,UC Santa Cruz,Domain,Medicine and Health,23.0,7.0,216,0.7766596452602903,12
259.0,UC Santa Cruz,Domain,Natural Sciences,202.0,55.0,73,0.6784809947805712,36
259.0,UC Santa Cruz,Domain,Social Sciences,94.0,19.0,82,0.6745694712540374,34
254.0,UCLA,Academia,Academia,3759.0,1098.0,13,0.8179722326238826,13
254.0,UCLA,Field,Aerospace Engineering,39.0,13.0,14,0.6810180841905916,7
254.0,UCLA,Field,Agricultural Engineering,30.0,6.0,22,0.5764727811164664,21
254.0,UCLA,Field,Anthropology,82.0,23.0,7,0.75618123186247,14
254.0,UCLA,Field,Architecture,23.0,5.0,15,0.866176158497613,6
254.0,UCLA,Field,Art History and Criticism,62.0,16.0,6,0.8180055945382678,8
254.0,UCLA,Field,Asian Languages,31.0,7.0,4,0.8015463901276068,8
254.0,UCLA,Field,Asian Studies,36.0,13.0,4,0.736350450747701,9
254.0,UCLA,Field,Astronomy,62.0,15.0,8,0.6322057376226418,18
254.0,UCLA,Field,Atmospheric Sciences and Meteorology,21.0,6.0,16,0.8743587471909823,4
254.0,UCLA,Field,Biochemistry,80.0,30.0,13,0.7209747996747181,21
254.0,UCLA,Field,Biological Sciences,93.0,33.0,18,0.8773626595841785,4
254.0,UCLA,Field,Biostatistics,41.0,16.0,7,0.9406133384355406,6
254.0,UCLA,Field,Cell Biology,69.0,19.0,4,0.8168478772376181,4
254.0,UCLA,Field,Chemical Engineering,32.0,6.0,20,0.7834271589267382,15
254.0,UCLA,Field,Chemistry,102.0,30.0,13,0.7284005857423991,17
254.0,UCLA,Field,Civil Engineering,36.0,7.0,29,0.7412913022559054,15
254.0,UCLA,Field,Classics and Classical Languages,34.0,8.0,11,0.7090561224498081,13
254.0,UCLA,Field,Comparative Literature,18.0,3.0,8,0.9320083499848262,3
254.0,UCLA,Field,Computer Science,111.0,27.0,16,0.798904411846055,8
254.0,UCLA,Field,Ecology,18.0,8.0,17,0.5875072572879364,11
254.0,UCLA,Field,Economics,94.0,29.0,13,0.7705786059959857,14
254.0,UCLA,Field,Education,85.0,20.0,2,0.9211054918635004,5
254.0,UCLA,Field,Electrical Engineering,100.0,14.0,15,0.8005748874739786,6
254.0,UCLA,Field,English Language and Literature,132.0,40.0,15,0.771244622535773,13
254.0,UCLA,Field,Environmental Engineering,35.0,7.0,24,0.6934009142522362,13
254.0,UCLA,Field,Environmental Health Sciences,14.0,2.0,11,0.7968541796323506,3
254.0,UCLA,Field,Epidemiology,33.0,10.0,14,0.8094270663722063,10
254.0,UCLA,Field,Evolutionary Biology,16.0,5.0,12,0.5670172319072054,11
254.0,UCLA,Field,French Language and Literature,16.0,4.0,15,0.8195014099670376,9
254.0,UCLA,Field,Gender Studies,11.0,3.0,14,0.6409677536993356,11
254.0,UCLA,Field,Geography,51.0,20.0,5,0.811268867634695,5
254.0,UCLA,Field,Geology,63.0,19.0,14,0.7994110712076341,7
254.0,UCLA,Field,Germanic Languages and Literatures,9.0,2.0,23,0.6796020343920892,17
254.0,UCLA,Field,History,237.0,74.0,8,0.8403368665845938,12
254.0,UCLA,Field,Immunology,29.0,10.0,17,0.6998494718922288,17
254.0,UCLA,Field,Information Science,29.0,6.0,17,0.8435092528160374,2
254.0,UCLA,Field,Linguistics,63.0,15.0,2,0.833659444318607,5
254.0,UCLA,Field,Management,70.0,28.0,23,0.6836081765600953,18
254.0,UCLA,Field,Materials Engineering,26.0,6.0,23,0.8113928618678866,10
254.0,UCLA,Field,Mathematics,139.0,34.0,10,0.7883628647105909,12
254.0,UCLA,Field,Mechanical Engineering,63.0,22.0,21,0.7947086120061695,10
254.0,UCLA,Field,Microbiology,42.0,16.0,14,0.6939606037741206,27
254.0,UCLA,Field,Molecular Biology,54.0,19.0,7,0.7696945121388675,6
254.0,UCLA,Field,Music,56.0,12.0,22,0.8220228347737684,10
254.0,UCLA,Field,Near and Middle Eastern Languages and Cultures,19.0,2.0,7,0.7012764068480061,10
254.0,UCLA,Field,Neuroscience,54.0,22.0,3,0.8066572972782895,7
254.0,UCLA,Field,Nursing,49.0,17.0,37,0.9346836340791248,8
254.0,UCLA,Field,Pharmacology,41.0,12.0,6,0.7052238660436032,20
254.0,UCLA,Field,Philosophy,74.0,17.0,8,0.8637243269395318,5
254.0,UCLA,Field,Physics,91.0,18.0,16,0.7486202844570532,17
254.0,UCLA,Field,Physiology,50.0,20.0,4,0.8084668619571942,10
254.0,UCLA,Field,Political Science,115.0,29.0,10,0.8690490582897936,10
254.0,UCLA,Field,Psychology,192.0,43.0,2,0.8094003557756106,15
254.0,UCLA,Field,Public Health,80.0,22.0,8,0.7445867538927606,20
254.0,UCLA,Field,Slavic Languages and Literatures,15.0,3.0,9,0.8025101461785562,8
254.0,UCLA,Field,Social Work,56.0,18.0,14,0.9736591580503582,3
254.0,UCLA,Field,Sociology,97.0,27.0,9,0.8183627679012961,9
254.0,UCLA,Field,Spanish Language and Literature,30.0,12.0,8,0.7891140866733638,9
254.0,UCLA,Field,Statistics,46.0,12.0,16,0.7223221403150598,15
254.0,UCLA,Field,"Theatre Literature, History and Criticism",8.0,2.0,22,0.7661787703866886,8
254.0,UCLA,Field,Urban and Regional Planning,52.0,12.0,1,0.8154204745417661,3
254.0,UCLA,Domain,Applied Sciences,261.0,78.0,27,0.7416705976153889,13
254.0,UCLA,Domain,Education,199.0,58.0,12,0.9284124103031484,3
254.0,UCLA,Domain,Engineering,305.0,72.0,20,0.7930987678429569,14
254.0,UCLA,Domain,Humanities,925.0,260.0,7,0.8124071423325603,14
254.0,UCLA,Domain,Mathematics and Computing,362.0,79.0,13,0.8361986991164195,8
254.0,UCLA,Domain,Medicine and Health,471.0,158.0,17,0.7365825217144719,15
254.0,UCLA,Domain,Natural Sciences,779.0,256.0,13,0.8246378396462092,11
254.0,UCLA,Domain,Social Sciences,685.0,186.0,6,0.8115748254152837,12
267.0,UConn,Academia,Academia,1000.0,346.0,67,0.5354790786626117,99
267.0,UConn,Field,Accounting,22.0,9.0,45,0.5798561457028275,47
267.0,UConn,Field,Agricultural Economics,7.0,1.0,33,0.519442435700073,14
267.0,UConn,Field,Animal Sciences,16.0,2.0,31,0.6056168925847838,26
267.0,UConn,Field,Anthropology,12.0,4.0,66,0.4753377704888553,76
267.0,UConn,Field,Art History and Criticism,2.0,2.0,72,0.4390565960737632,50
267.0,UConn,Field,Biomedical Engineering,7.0,2.0,69,0.4332917528305156,42
267.0,UConn,Field,Cell Biology,16.0,7.0,56,0.3822075111699576,58
267.0,UConn,Field,Chemical Engineering,14.0,5.0,47,0.5151728928173489,51
267.0,UConn,Field,Chemistry,17.0,6.0,79,0.3780539169133426,107
267.0,UConn,Field,Civil Engineering,21.0,8.0,49,0.4251237903290982,62
267.0,UConn,Field,Classics and Classical Languages,4.0,1.0,38,0.2930890033236358,64
267.0,UConn,Field,Computer Engineering,22.0,7.0,70,0.5549406194537493,51
267.0,UConn,Field,Computer Science,20.0,9.0,80,0.4555801641734588,71
267.0,UConn,Field,Curriculum and Instruction,22.0,7.0,43,0.7434798986525162,17
267.0,UConn,Field,Ecology,5.0,3.0,51,0.2331560496021356,33
267.0,UConn,Field,Economics,11.0,3.0,76,0.4110225397330713,93
267.0,UConn,Field,Education Administration,8.0,4.0,80,0.5568126867907526,46
267.0,UConn,Field,Educational Psychology,18.0,7.0,29,0.6781583466885165,16
267.0,UConn,Field,Electrical Engineering,27.0,5.0,64,0.5026409605030442,49
267.0,UConn,Field,English Language and Literature,26.0,8.0,69,0.4374053983878446,80
267.0,UConn,Field,"Exercise Science, Kinesiology, Rehab, Health",36.0,8.0,38,0.8398412566380523,8
267.0,UConn,Field,Finance,14.0,8.0,50,0.4470034588305348,52
